screen_name;username;user_id;tweet_id;tweet_url;timestamp;timestamp_epochs;text;mengandung pelecehan;text_html;links;hashtags;has_media;img_urls;video_url;likes;retweets;replies;is_replied;is_reply_to;parent_tweet_id;reply_to_users
prabawananda;Herwin;33206370;1,23E+18;/prabawananda/status/1225207425562636289;05/02/2020 23:59;1580947188;"Ketika kamu terbiasa jualan hal yg tidak biasa, maka seterusnya kamu akan menjadi luar biasa.

Si andre biasa jualan agama, pdhl agama bukan barang dagangan. Tp anehnya dagangannya laku. Dan dia akan melakukan apapun spaya dagangannya tambah laku.

Termasuk menjadi pelacur. https://twitter.com/__MV_llestari__/status/1225091492521234432 …";0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">Ketika kamu terbiasa jualan hal yg tidak biasa, maka seterusnya kamu akan menjadi luar biasa.

Si andre biasa jualan agama, pdhl agama bukan barang dagangan. Tp anehnya dagangannya laku. Dan dia akan melakukan apapun spaya dagangannya tambah laku.

Termasuk menjadi <strong>pelacur</strong>. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/__MV_llestari__/status/1225091492521234432"" dir=""ltr"" href=""https://t.co/n4lWEF2Zvn"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/__MV_llestari__/status/1225091492521234432""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/__MV_llestari_</span><span class=""invisible"">_/status/1225091492521234432</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";['https://twitter.com/__MV_llestari__/status/1225091492521234432'];[];FALSE;[];;0;1;0;FALSE;FALSE;;[]
kopi_angku;Penyeduh Kopi;3067498215;1,23E+18;/kopi_angku/status/1225206210384691200;05/02/2020 23:54;1580946898;Banyak kasus pelacur terkadang lebih jujur dalam melayani pemilihnya ketimbang politisi.;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Banyak kasus <strong>pelacur</strong> terkadang lebih jujur dalam melayani pemilihnya ketimbang politisi.</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,22E+18;[{'screen_name': 'andre_rosiade', 'user_id': '190679407'}]
TehManizz;YULIA;3138720908;1,23E+18;/TehManizz/status/1225206055992344576;05/02/2020 23:54;1580946861;Smalam jg ada komnas perempuan blg di tipi PSK itu perempuan dilacurkan jd bkn melacurkan diri pdhl bnyk yg emang mau jd pelacur koq demi hidup atau mau mewah2 https://twitter.com/Small_Stuff_/status/1225204343877464066 …;0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">Smalam jg ada komnas perempuan blg di tipi PSK itu perempuan dilacurkan jd bkn melacurkan diri pdhl bnyk yg emang mau jd <strong>pelacur</strong> koq demi hidup atau mau mewah2 <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Small_Stuff_/status/1225204343877464066"" dir=""ltr"" href=""https://t.co/498YgBcdmn"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Small_Stuff_/status/1225204343877464066""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Small_Stuff_/s</span><span class=""invisible"">tatus/1225204343877464066</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";['https://twitter.com/Small_Stuff_/status/1225204343877464066'];[];FALSE;[];;0;0;1;TRUE;FALSE;;[]
KintokoRochadi;Kintoko Rochadi;58844247;1,23E+18;/KintokoRochadi/status/1225205871187120128;05/02/2020 23:53;1580946817;Saat remaja, aku dimanjakan buku saku miniseri karya Enny Arrow. Isinya kisah fiksi yg dpt membangkitkan adrenalin hingga akupun mampu berimajinasi & berkreasi mandiri. Kini, di era revolusi industri 4.0, para remaja disuguhi fakta pelacur dikadali & dilucuti jg dipersekusi...;0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Saat remaja, aku dimanjakan buku saku miniseri karya Enny Arrow. Isinya kisah fiksi yg dpt membangkitkan adrenalin hingga akupun mampu berimajinasi &amp; berkreasi mandiri. Kini, di era revolusi industri 4.0, para remaja disuguhi fakta <strong>pelacur</strong> dikadali &amp; dilucuti jg dipersekusi...</p>";[];[];FALSE;[];;10;2;0;FALSE;FALSE;;[]
madunnow;Ahmad Rasyid Riadhi;1960345196;1,23E+18;/madunnow/status/1225205858474217472;05/02/2020 23:53;1580946814;Merasa pintar bodoh saja tak punya, para bajingan yang menyenangkan, tuhan izinkan saya menjadi pelacur;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Merasa pintar bodoh saja tak punya, para bajingan yang menyenangkan, tuhan izinkan saya menjadi <strong>pelacur</strong></p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'akubacadotcom', 'user_id': '281684057'}]
Maryam3_37;Maryam;1,14E+18;1,23E+18;/Maryam3_37/status/1225204665744146432;05/02/2020 23:48;1580946530;Artinya lu setuju donk dgn argumenku: wanita kafir berpakaian seperti pelacur, atau pelacur berpakaian seperti wanita kafir. Pake hotpants, rokmini, tanktop, packaging minim untuk pemasaran;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Artinya lu setuju donk dgn argumenku: wanita kafir berpakaian seperti <strong>pelacur</strong>, atau <strong>pelacur</strong> berpakaian seperti wanita kafir. Pake hotpants, rokmini, tanktop, packaging minim untuk pemasaran</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,22E+18;[{'screen_name': 'Toni_qiuphi', 'user_id': '993032927381372928'}, {'screen_name': 'moel99', 'user_id': '79749090'}]
RamadhanXenon;Electrical_ROG;1,18E+18;1,23E+18;/RamadhanXenon/status/1225203972811587586;05/02/2020 23:46;1580946364;Beda bang klo pelacur dia nyari sesuap nasi sama beli susu anak nya tapi klo politisi yang satu ini nyari kenikmatan dulu baru ketenaran;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Beda bang klo <strong>pelacur</strong> dia nyari sesuap nasi sama beli susu anak nya tapi klo politisi yang satu ini nyari kenikmatan dulu baru ketenaran</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'oncombandung', 'user_id': '126933766'}, {'screen_name': 'Dennysiregar7', 'user_id': '4780649298'}]
nil_sholekhatun;Sholekhatun Nil;8,98E+17;1,23E+18;/nil_sholekhatun/status/1225203762723086336;05/02/2020 23:45;1580946314;Yg menjebak pelacur  lebih  dari pelacur, otak nya pun pelacur. Pengecut! Dpr  rasa pelacur! Atau mungkin itu  partaai  isinya pelacur  semua.;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Yg menjebak <strong>pelacur</strong>  lebih  dari <strong>pelacur</strong>, otak nya pun <strong>pelacur</strong>. Pengecut! Dpr  rasa <strong>pelacur</strong>! Atau mungkin itu  partaai  isinya <strong>pelacur</strong>  semua.</p>";[];[];FALSE;[];;1;0;0;FALSE;TRUE;1,22E+18;[{'screen_name': 'HmfaqihA', 'user_id': '1167268507282591744'}]
gmetropolis2;gembel;2990534828;1,23E+18;/gmetropolis2/status/1225202843944046592;05/02/2020 23:41;1580946095;Seorang anggota DPR menjebak #pelacur untuk menaikan popularitas nya.. itulah #pelacur politik yg sesungguhnya;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Seorang anggota DPR menjebak <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/pelacur?src=hash""><s>#</s><b><strong>pelacur</strong></b></a> untuk menaikan popularitas nya.. itulah <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/pelacur?src=hash""><s>#</s><b><strong>pelacur</strong></b></a> politik yg sesungguhnya</p>";[];['pelacur', 'pelacur'];FALSE;[];;135;25;7;TRUE;FALSE;;[]
Songkrasin22;Aras22;1,13E+18;1,23E+18;/Songkrasin22/status/1225202769029517312;05/02/2020 23:41;1580946077;"1. Tuhan Izinkan Aku Jadi Pelacur
2. Aku Binatang Jalang
3. Perempuan Di Singgasana Lelaki";1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">1. Tuhan Izinkan Aku Jadi <strong>Pelacur</strong>
2. Aku Binatang Jalang
3. Perempuan Di Singgasana Lelaki</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'akubacadotcom', 'user_id': '281684057'}]
Ramon86861;Ramon8686;1,09E+18;1,23E+18;/Ramon86861/status/1225202263263547392;05/02/2020 23:39;1580945957;"Sekotor2nya pelacur msh lbh bersih dan suci mrk krn ada perjuangan buat klrga didlm krjnya. Drpd sebersih2nya kaum tikus duduk dikantor tp ttp sj kotor dan busuk krn yg kalian perjuangkan cm sebatas perut dan batang dibwh perut anda.
Semoga kena azab ditimpa LPG 3kg sprt di tv2";1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Sekotor2nya <strong>pelacur</strong> msh lbh bersih dan suci mrk krn ada perjuangan buat klrga didlm krjnya. Drpd sebersih2nya kaum tikus duduk dikantor tp ttp sj kotor dan busuk krn yg kalian perjuangkan cm sebatas perut dan batang dibwh perut anda.
Semoga kena azab ditimpa LPG 3kg sprt di tv2<img alt=""😄"" aria-label=""Emoji: Wajah tersenyum dengan mulut terbuka dan mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Wajah tersenyum dengan mulut terbuka dan mata bahagia""/></p>";[];[];FALSE;[];;1;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': '__MV_llestari__', 'user_id': '4737492205'}]
Songkrasin22;Aras22;1,13E+18;1,23E+18;/Songkrasin22/status/1225201817341943809;05/02/2020 23:37;1580945851;Masih penasaran, Izinkan aku jadi pelacur itu isinya kek gimane. Hampir semua temen cewe aing pernah baca, tapi aing Males baca;0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Masih penasaran, Izinkan aku jadi <strong>pelacur</strong> itu isinya kek gimane. Hampir semua temen cewe aing pernah baca, tapi aing Males baca</p>";[];[];FALSE;[];;1;0;1;TRUE;TRUE;1,23E+18;[{'screen_name': 'mynameisamelll', 'user_id': '1224585944373682176'}, {'screen_name': 'akubacadotcom', 'user_id': '281684057'}]
orangdagangg;yanamanya;7,72E+17;1,23E+18;/orangdagangg/status/1225201656960176128;05/02/2020 23:36;1580945812;Bagai pelacur dan pelanggannya,aku bisa bersentuhan dengan mu,tapi tidak dengan hati mu :');0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Bagai <strong>pelacur</strong> dan pelanggannya,aku bisa bersentuhan dengan mu,tapi tidak dengan hati mu :')</p>";[];[];FALSE;[];;1;0;0;FALSE;FALSE;;[]
TebarKebaikan_;Ayo;3223139329;1,23E+18;/TebarKebaikan_/status/1225201181380640768;05/02/2020 23:34;1580945699;Seorang wanita pelacur melihat seekor anjing di atas sumur dan hampir mati karena kehausan. Lalu wanita itu melepas sepatunya, diikatnya dengan kerudungnya dan diambilnya air dari sumur (lalu diminumkan ke anjing itu). Dengan perbuatannya itu dosanya diampuni. (HR. Bukhari);1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Seorang wanita <strong>pelacur</strong> melihat seekor anjing di atas sumur dan hampir mati karena kehausan. Lalu wanita itu melepas sepatunya, diikatnya dengan kerudungnya dan diambilnya air dari sumur (lalu diminumkan ke anjing itu). Dengan perbuatannya itu dosanya diampuni. (HR. Bukhari)</p>";[];[];FALSE;[];;43;6;1;TRUE;FALSE;;[]
usielgultom;usiel;149938251;1,23E+18;/usielgultom/status/1225201011960082433;05/02/2020 23:34;1580945659;Tuhan itu baik kepada semua orang  termasuk kepada pelacur;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Tuhan itu baik kepada semua orang  termasuk kepada <strong>pelacur</strong></p>";[];[];FALSE;[];;5;2;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'Katolik_GK', 'user_id': '1209115418876493825'}]
Ev4marbun;€va.M.LG;8,64E+17;1,23E+18;/Ev4marbun/status/1225200856921829376;05/02/2020 23:33;1580945622;Pelacur politik;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Pelacur</strong> politik</p>";[];[];FALSE;[];;1;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'FirzaHusain', 'user_id': '816805902804099072'}]
NurFa1227;Nur Fathonah;3116994992;1,23E+18;/NurFa1227/status/1225199955310022657;05/02/2020 23:30;1580945407;Pengen baca Tuhan Izinkan Aku Menjadi Pelacur, Hidup Ini Berengsek dan Aku Dipaksa Menikmatinya, Muslimah yang Diperdebatkan;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Pengen baca Tuhan Izinkan Aku Menjadi <strong>Pelacur</strong>, Hidup Ini Berengsek dan Aku Dipaksa Menikmatinya, Muslimah yang Diperdebatkan</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'akubacadotcom', 'user_id': '281684057'}]
mynameisamelll;helloamel;1,22E+18;1,23E+18;/mynameisamelll/status/1225199567521509377;05/02/2020 23:28;1580945314;"Muslimah yang diperdebatkan
Izinkan aku menjadi pelacur
Hati suhita";0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Muslimah yang diperdebatkan
Izinkan aku menjadi <strong>pelacur</strong>
Hati suhita</p>";[];[];FALSE;[];;0;0;1;TRUE;TRUE;1,23E+18;[{'screen_name': 'akubacadotcom', 'user_id': '281684057'}]
oncombandung;Harris Pribadi  🇫🇷 🇮🇩;126933766;1,23E+18;/oncombandung/status/1225199344401305600;05/02/2020 23:27;1580945261;Apa bedanya Politisi dengan Pelacur..?;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Apa bedanya Politisi dengan <strong>Pelacur</strong>..?</p>";[];[];FALSE;[];;0;0;1;TRUE;TRUE;1,23E+18;[{'screen_name': 'Dennysiregar7', 'user_id': '4780649298'}]
iudhyudhi93;ponakan ultraman.v3;2274671178;1,23E+18;/iudhyudhi93/status/1225199184522833921;05/02/2020 23:27;1580945223;"Akulah sang Pelacur jalanan mencari uang merelakan tubuhku

Ala2 sang penyair ah ";0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Akulah sang <strong>Pelacur</strong> jalanan mencari uang merelakan tubuhku

Ala2 sang penyair ah <img alt=""😭"" aria-label=""Emoji: Wajah menangis kencang"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Wajah menangis kencang""/><img alt=""😭"" aria-label=""Emoji: Wajah menangis kencang"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Wajah menangis kencang""/><img alt=""😭"" aria-label=""Emoji: Wajah menangis kencang"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Wajah menangis kencang""/><img alt=""😭"" aria-label=""Emoji: Wajah menangis kencang"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Wajah menangis kencang""/></p>";[];[];FALSE;[];;0;0;0;FALSE;FALSE;;[]
prabawananda;Herwin;33206370;1,23E+18;/prabawananda/status/1225207425562636289;05/02/2020 23:59;1580947188;"Ketika kamu terbiasa jualan hal yg tidak biasa, maka seterusnya kamu akan menjadi luar biasa.

Si andre biasa jualan agama, pdhl agama bukan barang dagangan. Tp anehnya dagangannya laku. Dan dia akan melakukan apapun spaya dagangannya tambah laku.

Termasuk menjadi pelacur. https://twitter.com/__MV_llestari__/status/1225091492521234432 …";1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">Ketika kamu terbiasa jualan hal yg tidak biasa, maka seterusnya kamu akan menjadi luar biasa.

Si andre biasa jualan agama, pdhl agama bukan barang dagangan. Tp anehnya dagangannya laku. Dan dia akan melakukan apapun spaya dagangannya tambah laku.

Termasuk menjadi <strong>pelacur</strong>. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/__MV_llestari__/status/1225091492521234432"" dir=""ltr"" href=""https://t.co/n4lWEF2Zvn"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/__MV_llestari__/status/1225091492521234432""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/__MV_llestari_</span><span class=""invisible"">_/status/1225091492521234432</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";['https://twitter.com/__MV_llestari__/status/1225091492521234432'];[];FALSE;[];;0;1;0;FALSE;FALSE;;[]
kopi_angku;Penyeduh Kopi;3067498215;1,23E+18;/kopi_angku/status/1225206210384691200;05/02/2020 23:54;1580946898;Banyak kasus pelacur terkadang lebih jujur dalam melayani pemilihnya ketimbang politisi.;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Banyak kasus <strong>pelacur</strong> terkadang lebih jujur dalam melayani pemilihnya ketimbang politisi.</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,22E+18;[{'screen_name': 'andre_rosiade', 'user_id': '190679407'}]
TURTLEZJIE;TURTLEZ DOMORE;196237102;1,23E+18;/TURTLEZJIE/status/1225195759638700032;05/02/2020 23:13;1580944406;Pelacur politik..;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Pelacur</strong> politik..</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'andre_rosiade', 'user_id': '190679407'}]
MhangunMr;mrmhangun;3023516606;1,23E+18;/MhangunMr/status/1225193512943009792;05/02/2020 23:04;1580943871;Mucikari dong...  Apakah menjebak pelacur online, tugas dr agt DPR RI !?;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Mucikari dong... <img alt=""😂"" aria-label=""Emoji: Wajah dengan air mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Wajah dengan air mata bahagia""/> Apakah menjebak <strong>pelacur</strong> online, tugas dr agt DPR RI !?</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,22E+18;[{'screen_name': 'yunartowijaya', 'user_id': '89418832'}]
Warrior764;BukanKacungKoruptor;9,97E+17;1,23E+18;/Warrior764/status/1225192646517243904;05/02/2020 23:01;1580943664;"Pelacur intelektual VS pelacur kemiskinan.

Mana yg lebih merusak negara ini?";1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Pelacur</strong> intelektual VS <strong>pelacur</strong> kemiskinan.

Mana yg lebih merusak negara ini?</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,22E+18;[{'screen_name': 'andre_rosiade', 'user_id': '190679407'}]
durjana__;durja;1,13E+18;1,23E+18;/durjana__/status/1225192192643227648;05/02/2020 22:59;1580943556;"1. waktu untuk tidak menikah
2. tuhan izinkan aku menjadi pelacur
3. seandainya aku bisa menanam angin";0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">1. waktu untuk tidak menikah
2. tuhan izinkan aku menjadi <strong>pelacur</strong>
3. seandainya aku bisa menanam angin</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'akubacadotcom', 'user_id': '281684057'}, {'screen_name': 'Hann17766843', 'user_id': '1216660833159139328'}]
MhangunMr;mrmhangun;3023516606;1,23E+18;/MhangunMr/status/1225192106169262082;05/02/2020 22:58;1580943535;Hore!!! Ada yg semakin populer krn berhasil main jebak pelacur di Medan...;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Hore!!! Ada yg semakin populer krn berhasil main jebak <strong>pelacur</strong> di Medan...</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,22E+18;[{'screen_name': 'kangdede78', 'user_id': '235931838'}, {'screen_name': 'andre_rosiade', 'user_id': '190679407'}]
saniroja_;Khoiru Roja Insani;1,02E+18;1,23E+18;/saniroja_/status/1225192000019824646;05/02/2020 22:58;1580943510;"Sebuah seni untuk bersikap bodo amat
Tuhan izinkan aku menjadi pelacur
Hidup ini brengsek dan aku dipaksa untuk menikmatimya";0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Sebuah seni untuk bersikap bodo amat
Tuhan izinkan aku menjadi <strong>pelacur</strong>
Hidup ini brengsek dan aku dipaksa untuk menikmatimya</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'akubacadotcom', 'user_id': '281684057'}]
MhangunMr;mrmhangun;3023516606;1,23E+18;/MhangunMr/status/1225191296278548485;05/02/2020 22:55;1580943342;Lbh sucikah kau Andre, drpd sang pelacur di Medan  yg kau jebak!?;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Lbh sucikah kau Andre, drpd sang <strong>pelacur</strong> di Medan  yg kau jebak!?</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,22E+18;[{'screen_name': 'KakekHalal', 'user_id': '821859629034409985'}, {'screen_name': 'andre_rosiade', 'user_id': '190679407'}]
LutfiKhhh;Bang;4498619501;1,23E+18;/LutfiKhhh/status/1225190194917212160;05/02/2020 22:51;1580943080;"1. Filosofi Teras
2. Arus Bawah
3. Tuhan, Izinkan Aku Menjadi Pelacur";0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">1. Filosofi Teras
2. Arus Bawah
3. Tuhan, Izinkan Aku Menjadi <strong>Pelacur</strong></p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'akubacadotcom', 'user_id': '281684057'}]
Warrior764;BukanKacungKoruptor;9,97E+17;1,23E+18;/Warrior764/status/1225189788245876736;05/02/2020 22:49;1580942983;"Bener biadab nih orang...untuk cari tenar mengorbankan orang lain.

Kalau PSK cuma melacur demi nasi dan susu anak.

@andre_rosiade melacur demi jabatan dan kekuasaan.

Dan pelacur jenis ini yg selama ini merusak tatanan negara.";1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Bener biadab nih orang...untuk cari tenar mengorbankan orang lain.

Kalau PSK cuma melacur demi nasi dan susu anak.

<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""190679407"" dir=""ltr"" href=""/andre_rosiade""><s>@</s><b>andre_rosiade</b></a> melacur demi jabatan dan kekuasaan.

Dan <strong>pelacur</strong> jenis ini yg selama ini merusak tatanan negara.</p>";[];[];FALSE;[];;83;14;1;TRUE;TRUE;1,23E+18;[{'screen_name': 'SpiderMatrix__', 'user_id': '1125295680963006464'}, {'screen_name': 'andre_rosiade', 'user_id': '190679407'}]
MhangunMr;mrmhangun;3023516606;1,23E+18;/MhangunMr/status/1225189613259513856;05/02/2020 22:49;1580942941;Anda keliru, pelacur & penjebak sama2 tdk mulia.;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Anda keliru, <strong>pelacur</strong> &amp; penjebak sama2 tdk mulia.</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,22E+18;[{'screen_name': 'HmfaqihA', 'user_id': '1167268507282591744'}]
Warrior764;BukanKacungKoruptor;9,97E+17;1,23E+18;/Warrior764/status/1225188430058946562;05/02/2020 22:44;1580942659;"Orang yg mencari tenar di balik kesulitan dan kesusahan orang lain apakah namanya bermoral?

Padahal tak semua PSK itu melakukan hal tersebut karena keinginan dan kesukaan.  Bahkan mayoritas dari mereka melakukan dengan keterpaksaan.

Dan pelacur birokrasi jauh LBH BUSUK.";1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Orang yg mencari tenar di balik kesulitan dan kesusahan orang lain apakah namanya bermoral?

Padahal tak semua PSK itu melakukan hal tersebut karena keinginan dan kesukaan.  Bahkan mayoritas dari mereka melakukan dengan keterpaksaan.

Dan <strong>pelacur</strong> birokrasi jauh LBH BUSUK.</p>";[];[];FALSE;[];;21;4;1;TRUE;TRUE;1,23E+18;[{'screen_name': 'Syarman59', 'user_id': '798901988909907968'}, {'screen_name': 'andre_rosiade', 'user_id': '190679407'}, {'screen_name': 'KomnasPerempuan', 'user_id': '264004803'}]
pelacur_tawakal;MAMET SAPUTRA;54522442;1,23E+18;/pelacur_tawakal/status/1225186951625506816;05/02/2020 22:38;1580942306;Dalam Islam, jual-beli kucing itu diharamkan loh mas & mbak...;0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Dalam Islam, jual-beli kucing itu diharamkan loh mas &amp; mbak...</p>";[];[];FALSE;[];;2;0;3;TRUE;TRUE;1,23E+18;[{'screen_name': 'dipsyid', 'user_id': '249479404'}, {'screen_name': 'agussari', 'user_id': '113025021'}]
emosirasa;gapapa;1,10E+18;1,23E+18;/emosirasa/status/1225183139573587968;05/02/2020 22:23;1580941397;Filosofi Teras, Tuhan Izinkan Aku Menjadi Pelacur, Aku Ini Binatang Jalang;0;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Filosofi Teras, Tuhan Izinkan Aku Menjadi <strong>Pelacur</strong>, Aku Ini Binatang Jalang</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'akubacadotcom', 'user_id': '281684057'}]
Gorilla58746742;Gorilla;1,18E+18;1,23E+18;/Gorilla58746742/status/1225178118815531009;05/02/2020 22:03;1580940200;bang kalo Jadi DPR itu ternyata tidak punya hati ya bang...kalo abng pernah buat maksiat gk ya? atau sekedar Coli di toilet gtu waktu SMA..nasib mu saja yang berbeda dengan pelacur itu bang....Semoga DPR ini benar benar Wakil rakyat Bukan Dewan Penggerebek Rakyat;1;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">bang kalo Jadi DPR itu ternyata tidak punya hati ya bang...kalo abng pernah buat maksiat gk ya? atau sekedar Coli di toilet gtu waktu SMA..nasib mu saja yang berbeda dengan <strong>pelacur</strong> itu bang....Semoga DPR ini benar benar Wakil rakyat Bukan Dewan Penggerebek Rakyat</p>";[];[];FALSE;[];;1;0;0;FALSE;TRUE;1,23E+18;[{'screen_name': 'andre_rosiade', 'user_id': '190679407'}]
